roi,mics,label,R,G,B,A,side,coor.x,coor.y,coor.z
1,1000,medial_wall,,,,,,,,
2,1001,7Networks_LH_Vis_1,120,14,127,0,left,-35,-36,-24
3,1002,7Networks_LH_Vis_2,120,14,128,0,left,-34,-51,-19
4,1003,7Networks_LH_Vis_3,120,14,129,0,left,-25,-45,-14
5,1004,7Networks_LH_Vis_4,120,14,130,0,left,-28,-63,-13
6,1005,7Networks_LH_Vis_5,120,14,131,0,left,-31,-43,-9
7,1006,7Networks_LH_Vis_6,120,14,132,0,left,-34,-69,-16
8,1007,7Networks_LH_Vis_7,120,14,133,0,left,-45,-67,-18
9,1008,7Networks_LH_Vis_8,120,14,134,0,left,-24,-58,-9
10,1009,7Networks_LH_Vis_9,120,15,127,0,left,-36,-80,-15
11,1010,7Networks_LH_Vis_10,120,15,128,0,left,-26,-80,-13
12,1011,7Networks_LH_Vis_11,120,15,129,0,left,-21,-74,-9
13,1012,7Networks_LH_Vis_12,120,15,130,0,left,-45,-72,-11
14,1013,7Networks_LH_Vis_13,120,15,131,0,left,-21,-49,-6
15,1014,7Networks_LH_Vis_14,120,15,132,0,left,-20,-88,-16
16,1015,7Networks_LH_Vis_15,120,15,133,0,left,-42,-84,-14
17,1016,7Networks_LH_Vis_16,120,15,134,0,left,-14,-71,-10
18,1017,7Networks_LH_Vis_17,120,16,127,0,left,-13,-83,-14
19,1018,7Networks_LH_Vis_18,120,16,128,0,left,-31,-91,-18
20,1019,7Networks_LH_Vis_19,120,16,129,0,left,-15,-64,-5
21,1020,7Networks_LH_Vis_20,120,16,130,0,left,-16,-38,-11
22,1021,7Networks_LH_Vis_21,120,16,131,0,left,-46,-72,-3
23,1022,7Networks_LH_Vis_22,120,16,132,0,left,-13,-50,-7
24,1023,7Networks_LH_Vis_23,120,16,133,0,left,-6,-78,-7
25,1024,7Networks_LH_Vis_24,120,16,134,0,left,-34,-92,-9
26,1025,7Networks_LH_Vis_25,120,17,127,0,left,-10,-61,-3
27,1026,7Networks_LH_Vis_26,120,17,128,0,left,-6,-71,-2
28,1027,7Networks_LH_Vis_27,120,17,129,0,left,-4,-90,-12
29,1028,7Networks_LH_Vis_28,120,17,130,0,left,-21,-99,-12
30,1029,7Networks_LH_Vis_29,120,17,131,0,left,-45,-82,-1
31,1030,7Networks_LH_Vis_30,120,17,132,0,left,-10,-98,-12
32,1031,7Networks_LH_Vis_31,120,17,133,0,left,-14,-42,-4
33,1032,7Networks_LH_Vis_32,120,17,134,0,left,-7,-61,3
34,1033,7Networks_LH_Vis_33,120,18,127,0,left,-30,-96,-2
35,1034,7Networks_LH_Vis_34,120,18,128,0,left,-36,-89,1
36,1035,7Networks_LH_Vis_35,120,18,129,0,left,-4,-79,2
37,1036,7Networks_LH_Vis_36,120,18,130,0,left,-44,-71,7
38,1037,7Networks_LH_Vis_37,120,18,131,0,left,-5,-68,6
39,1038,7Networks_LH_Vis_38,120,18,132,0,left,-17,-55,1
40,1039,7Networks_LH_Vis_39,120,18,133,0,left,-9,-95,-2
41,1040,7Networks_LH_Vis_40,120,18,135,0,left,-6,-103,-1
42,1041,7Networks_LH_Vis_41,120,18,136,0,left,-11,-45,2
43,1042,7Networks_LH_Vis_42,120,18,137,0,left,-48,-78,9
44,1043,7Networks_LH_Vis_43,120,18,138,0,left,-6,-88,2
45,1044,7Networks_LH_Vis_44,120,18,139,0,left,-17,-102,2
46,1045,7Networks_LH_Vis_45,120,18,140,0,left,-43,-85,10
47,1046,7Networks_LH_Vis_46,120,18,141,0,left,-17,-68,4
48,1047,7Networks_LH_Vis_47,120,19,134,0,left,-12,-75,9
49,1048,7Networks_LH_Vis_48,120,19,135,0,left,-14,-51,4
50,1049,7Networks_LH_Vis_49,120,19,136,0,left,-25,-95,8
51,1050,7Networks_LH_Vis_50,120,19,137,0,left,-23,-58,5
52,1051,7Networks_LH_Vis_51,120,19,138,0,left,-7,-81,10
53,1052,7Networks_LH_Vis_52,120,19,139,0,left,-2,-94,5
54,1053,7Networks_LH_Vis_53,120,19,140,0,left,-32,-87,10
55,1054,7Networks_LH_Vis_54,120,19,141,0,left,-9,-100,11
56,1055,7Networks_LH_Vis_55,120,20,134,0,left,-16,-58,8
57,1056,7Networks_LH_Vis_56,120,20,135,0,left,-18,-65,9
58,1057,7Networks_LH_Vis_57,120,20,136,0,left,-8,-70,12
59,1058,7Networks_LH_Vis_58,120,20,137,0,left,-18,-98,17
60,1059,7Networks_LH_Vis_59,120,20,138,0,left,-49,-75,20
61,1060,7Networks_LH_Vis_60,120,20,139,0,left,-1,-80,12
62,1061,7Networks_LH_Vis_61,120,20,140,0,left,-41,-80,16
63,1062,7Networks_LH_Vis_62,120,20,141,0,left,-4,-92,16
64,1063,7Networks_LH_Vis_63,120,21,134,0,left,-19,-60,16
65,1064,7Networks_LH_Vis_64,120,21,135,0,left,-25,-91,20
66,1065,7Networks_LH_Vis_65,120,21,136,0,left,-34,-90,19
67,1066,7Networks_LH_Vis_66,120,21,137,0,left,-7,-69,17
68,1067,7Networks_LH_Vis_67,120,21,138,0,left,-2,-82,21
69,1068,7Networks_LH_Vis_68,120,21,139,0,left,-10,-95,25
70,1069,7Networks_LH_Vis_69,120,21,140,0,left,-16,-67,17
71,1070,7Networks_LH_Vis_70,120,21,141,0,left,-17,-90,23
72,1071,7Networks_LH_Vis_71,120,22,134,0,left,-4,-77,27
73,1072,7Networks_LH_Vis_72,120,22,135,0,left,-27,-81,19
74,1073,7Networks_LH_Vis_73,120,22,136,0,left,-5,-88,32
75,1074,7Networks_LH_Vis_74,120,22,137,0,left,-31,-85,26
76,1075,7Networks_LH_Vis_75,120,22,138,0,left,-14,-75,25
77,1076,7Networks_LH_Vis_76,120,22,139,0,left,-17,-89,34
78,1077,7Networks_LH_Vis_77,120,22,140,0,left,-24,-81,29
79,1078,7Networks_LH_Vis_78,120,22,141,0,left,-12,-81,35
80,1079,7Networks_LH_Vis_79,120,23,134,0,left,-14,-86,42
81,1080,7Networks_LH_Vis_80,120,23,135,0,left,-23,-82,42
82,1081,7Networks_LH_Vis_81,120,23,136,0,left,-12,-79,45
83,1082,7Networks_LH_SomMot_1,70,125,176,0,left,-50,6,-8
84,1083,7Networks_LH_SomMot_2,70,125,177,0,left,-56,-3,-1
85,1084,7Networks_LH_SomMot_3,70,125,178,0,left,-63,-12,3
86,1085,7Networks_LH_SomMot_4,70,125,179,0,left,-66,-19,6
87,1086,7Networks_LH_SomMot_5,70,125,180,0,left,-52,-14,6
88,1087,7Networks_LH_SomMot_6,70,126,173,0,left,-43,-19,3
89,1088,7Networks_LH_SomMot_7,70,126,174,0,left,-66,-30,6
90,1089,7Networks_LH_SomMot_8,70,126,175,0,left,-53,-20,6
91,1090,7Networks_LH_SomMot_9,70,126,176,0,left,-60,-26,10
92,1091,7Networks_LH_SomMot_10,70,126,177,0,left,-41,-24,11
93,1092,7Networks_LH_SomMot_11,70,126,178,0,left,-34,-24,10
94,1093,7Networks_LH_SomMot_12,70,126,179,0,left,-36,-14,14
95,1094,7Networks_LH_SomMot_13,70,126,180,0,left,-62,-40,9
96,1095,7Networks_LH_SomMot_14,70,127,173,0,left,-43,-30,9
97,1096,7Networks_LH_SomMot_15,70,127,174,0,left,-34,-31,16
98,1097,7Networks_LH_SomMot_16,70,127,175,0,left,-34,-23,19
99,1098,7Networks_LH_SomMot_17,70,127,176,0,left,-40,-13,18
100,1099,7Networks_LH_SomMot_18,70,127,177,0,left,-48,-34,11
101,1100,7Networks_LH_SomMot_19,70,127,178,0,left,-55,-47,14
102,1101,7Networks_LH_SomMot_20,70,127,179,0,left,-59,-37,16
103,1102,7Networks_LH_SomMot_21,70,127,180,0,left,-48,-13,14
104,1103,7Networks_LH_SomMot_22,70,128,173,0,left,-55,-7,9
105,1104,7Networks_LH_SomMot_23,70,128,174,0,left,-65,-46,15
106,1105,7Networks_LH_SomMot_24,70,128,175,0,left,-39,-26,20
107,1106,7Networks_LH_SomMot_25,70,128,176,0,left,-40,-37,17
108,1107,7Networks_LH_SomMot_26,70,128,177,0,left,-57,-15,15
109,1108,7Networks_LH_SomMot_27,70,128,178,0,left,-60,-3,12
110,1109,7Networks_LH_SomMot_28,70,128,179,0,left,-49,-22,18
111,1110,7Networks_LH_SomMot_29,70,128,180,0,left,-65,-11,16
112,1111,7Networks_LH_SomMot_30,70,129,173,0,left,-48,-30,18
113,1112,7Networks_LH_SomMot_31,70,129,174,0,left,-62,-18,21
114,1113,7Networks_LH_SomMot_32,70,129,175,0,left,-60,2,22
115,1114,7Networks_LH_SomMot_33,70,129,176,0,left,-60,-6,19
116,1115,7Networks_LH_SomMot_34,70,129,177,0,left,-64,-10,28
117,1116,7Networks_LH_SomMot_35,70,129,178,0,left,-57,-2,29
118,1117,7Networks_LH_SomMot_36,70,129,179,0,left,-54,-10,31
119,1118,7Networks_LH_SomMot_37,70,129,180,0,left,-61,-11,39
120,1119,7Networks_LH_SomMot_38,70,130,173,0,left,-54,-5,37
121,1120,7Networks_LH_SomMot_39,70,130,174,0,left,-55,-19,42
122,1121,7Networks_LH_SomMot_40,70,130,175,0,left,-50,-16,41
123,1122,7Networks_LH_SomMot_41,70,130,176,0,left,-44,-13,37
124,1123,7Networks_LH_SomMot_42,70,130,177,0,left,-8,-7,42
125,1124,7Networks_LH_SomMot_43,70,130,178,0,left,-52,-4,47
126,1125,7Networks_LH_SomMot_44,70,130,179,0,left,-57,-17,51
127,1126,7Networks_LH_SomMot_45,70,130,181,0,left,-47,-27,45
128,1127,7Networks_LH_SomMot_46,70,130,182,0,left,-39,-19,40
129,1128,7Networks_LH_SomMot_47,70,130,183,0,left,-8,-9,48
130,1129,7Networks_LH_SomMot_48,70,130,184,0,left,-51,-26,55
131,1130,7Networks_LH_SomMot_49,70,130,185,0,left,-43,-12,50
132,1131,7Networks_LH_SomMot_50,70,130,186,0,left,-47,-17,54
133,1132,7Networks_LH_SomMot_51,70,130,187,0,left,-8,-19,47
134,1133,7Networks_LH_SomMot_52,70,131,180,0,left,-35,-20,45
135,1134,7Networks_LH_SomMot_53,70,131,181,0,left,-39,-5,58
136,1135,7Networks_LH_SomMot_54,70,131,182,0,left,-6,-28,50
137,1136,7Networks_LH_SomMot_55,70,131,183,0,left,-4,-12,55
138,1137,7Networks_LH_SomMot_56,70,131,184,0,left,-40,-16,58
139,1138,7Networks_LH_SomMot_57,70,131,185,0,left,-44,-33,63
140,1139,7Networks_LH_SomMot_58,70,131,186,0,left,-39,-26,54
141,1140,7Networks_LH_SomMot_59,70,131,187,0,left,-33,-45,62
142,1141,7Networks_LH_SomMot_60,70,132,180,0,left,-5,-23,57
143,1142,7Networks_LH_SomMot_61,70,132,181,0,left,-34,-38,62
144,1143,7Networks_LH_SomMot_62,70,132,182,0,left,-9,-41,58
145,1144,7Networks_LH_SomMot_63,70,132,183,0,left,-28,-11,61
146,1145,7Networks_LH_SomMot_64,70,132,184,0,left,-35,-17,68
147,1146,7Networks_LH_SomMot_65,70,132,185,0,left,-5,-12,63
148,1147,7Networks_LH_SomMot_66,70,132,186,0,left,-31,-29,63
149,1148,7Networks_LH_SomMot_67,70,132,187,0,left,-30,-25,61
150,1149,7Networks_LH_SomMot_68,70,133,180,0,left,-3,-33,59
151,1150,7Networks_LH_SomMot_69,70,133,181,0,left,-26,-40,62
152,1151,7Networks_LH_SomMot_70,70,133,182,0,left,-24,-47,64
153,1152,7Networks_LH_SomMot_71,70,133,183,0,left,-24,-12,71
154,1153,7Networks_LH_SomMot_72,70,133,184,0,left,-29,-33,72
155,1154,7Networks_LH_SomMot_73,70,133,185,0,left,-4,-22,65
156,1155,7Networks_LH_SomMot_74,70,133,186,0,left,-22,-29,56
157,1156,7Networks_LH_SomMot_75,70,133,187,0,left,-16,-10,66
158,1157,7Networks_LH_SomMot_76,70,134,180,0,left,-11,-45,70
159,1158,7Networks_LH_SomMot_77,70,134,181,0,left,-23,-21,72
160,1159,7Networks_LH_SomMot_78,70,134,182,0,left,-5,-43,66
161,1160,7Networks_LH_SomMot_79,70,134,183,0,left,-20,-50,68
162,1161,7Networks_LH_SomMot_80,70,134,184,0,left,-18,-26,64
163,1162,7Networks_LH_SomMot_81,70,134,185,0,left,-23,-38,71
164,1163,7Networks_LH_SomMot_82,70,134,186,0,left,-12,-8,71
165,1164,7Networks_LH_SomMot_83,70,134,187,0,left,-14,-49,73
166,1165,7Networks_LH_SomMot_84,70,135,180,0,left,-20,-31,68
167,1166,7Networks_LH_SomMot_85,70,135,181,0,left,-16,-15,75
168,1167,7Networks_LH_SomMot_86,70,135,182,0,left,-7,-16,75
169,1168,7Networks_LH_SomMot_87,70,135,183,0,left,-3,-30,71
170,1169,7Networks_LH_SomMot_88,70,135,184,0,left,-8,-40,76
171,1170,7Networks_LH_SomMot_89,70,135,185,0,left,-17,-39,75
172,1171,7Networks_LH_SomMot_90,70,135,186,0,left,-12,-26,74
173,1172,7Networks_LH_SomMot_91,70,135,187,0,left,-10,-35,72
174,1173,7Networks_LH_DorsAttn_Post_1,0,116,7,0,left,-45,-41,-22
175,1174,7Networks_LH_DorsAttn_Post_2,0,116,8,0,left,-51,-49,-21
176,1175,7Networks_LH_DorsAttn_Post_3,0,116,9,0,left,-43,-54,-17
177,1176,7Networks_LH_DorsAttn_Post_4,0,116,10,0,left,-45,-58,-10
178,1177,7Networks_LH_DorsAttn_Post_5,0,116,11,0,left,-47,-62,-5
179,1178,7Networks_LH_DorsAttn_Post_6,0,116,12,0,left,-57,-59,-5
180,1179,7Networks_LH_DorsAttn_Post_7,0,116,13,0,left,-48,-65,2
181,1180,7Networks_LH_DorsAttn_Post_8,0,116,14,0,left,-54,-68,6
182,1181,7Networks_LH_DorsAttn_Post_9,0,117,7,0,left,-58,-60,6
183,1182,7Networks_LH_DorsAttn_Post_10,0,117,8,0,left,-49,-62,10
184,1183,7Networks_LH_DorsAttn_Post_11,0,117,9,0,left,-48,-69,16
185,1184,7Networks_LH_DorsAttn_Post_12,0,117,10,0,left,-45,-62,16
186,1185,7Networks_LH_DorsAttn_Post_13,0,117,11,0,left,-42,-71,23
187,1186,7Networks_LH_DorsAttn_Post_14,0,117,12,0,left,-39,-87,24
188,1187,7Networks_LH_DorsAttn_Post_15,0,117,13,0,left,-43,-78,28
189,1188,7Networks_LH_DorsAttn_Post_16,0,117,14,0,left,-35,-85,34
190,1189,7Networks_LH_DorsAttn_Post_17,0,118,7,0,left,-30,-77,30
191,1190,7Networks_LH_DorsAttn_Post_18,0,118,8,0,left,-27,-70,27
192,1191,7Networks_LH_DorsAttn_Post_19,0,118,9,0,left,-58,-23,39
193,1192,7Networks_LH_DorsAttn_Post_20,0,118,10,0,left,-23,-73,36
194,1193,7Networks_LH_DorsAttn_Post_21,0,118,11,0,left,-27,-67,37
195,1194,7Networks_LH_DorsAttn_Post_22,0,118,12,0,left,-59,-30,45
196,1195,7Networks_LH_DorsAttn_Post_23,0,118,13,0,left,-52,-27,41
197,1196,7Networks_LH_DorsAttn_Post_24,0,118,15,0,left,-51,-34,45
198,1197,7Networks_LH_DorsAttn_Post_25,0,118,16,0,left,-41,-39,42
199,1198,7Networks_LH_DorsAttn_Post_26,0,118,17,0,left,-24,-64,47
200,1199,7Networks_LH_DorsAttn_Post_27,0,118,18,0,left,-18,-77,50
201,1200,7Networks_LH_DorsAttn_Post_28,0,118,19,0,left,-42,-33,42
202,1201,7Networks_LH_DorsAttn_Post_29,0,118,20,0,left,-19,-69,46
203,1202,7Networks_LH_DorsAttn_Post_30,0,118,21,0,left,-32,-39,42
204,1203,7Networks_LH_DorsAttn_Post_31,0,119,14,0,left,-29,-59,51
205,1204,7Networks_LH_DorsAttn_Post_32,0,119,15,0,left,-32,-47,47
206,1205,7Networks_LH_DorsAttn_Post_33,0,119,16,0,left,-28,-54,49
207,1206,7Networks_LH_DorsAttn_Post_34,0,119,17,0,left,-6,-77,52
208,1207,7Networks_LH_DorsAttn_Post_35,0,119,18,0,left,-41,-35,51
209,1208,7Networks_LH_DorsAttn_Post_36,0,119,19,0,left,-26,-65,57
210,1209,7Networks_LH_DorsAttn_Post_37,0,119,20,0,left,-29,-57,57
211,1210,7Networks_LH_DorsAttn_Post_38,0,119,21,0,left,-15,-72,55
212,1211,7Networks_LH_DorsAttn_Post_39,0,120,14,0,left,-38,-42,57
213,1212,7Networks_LH_DorsAttn_Post_40,0,120,15,0,left,-37,-52,57
214,1213,7Networks_LH_DorsAttn_Post_41,0,120,16,0,left,-8,-70,60
215,1214,7Networks_LH_DorsAttn_Post_42,0,120,17,0,left,-21,-68,62
216,1215,7Networks_LH_DorsAttn_Post_43,0,120,18,0,left,-29,-61,63
217,1216,7Networks_LH_DorsAttn_Post_44,0,120,19,0,left,-3,-53,58
218,1217,7Networks_LH_DorsAttn_Post_45,0,120,20,0,left,-7,-61,60
219,1218,7Networks_LH_DorsAttn_Post_46,0,120,21,0,left,-15,-64,61
220,1219,7Networks_LH_DorsAttn_Post_47,0,121,14,0,left,-32,-52,67
221,1220,7Networks_LH_DorsAttn_Post_48,0,121,15,0,left,-22,-58,65
222,1221,7Networks_LH_DorsAttn_Post_49,0,121,16,0,left,-7,-54,67
223,1222,7Networks_LH_DorsAttn_Post_50,0,121,17,0,left,-14,-59,67
224,1223,7Networks_LH_DorsAttn_FEF_1,0,118,14,0,left,-42,-2,50
225,1224,7Networks_LH_DorsAttn_FEF_2,0,118,22,0,left,-29,4,57
226,1225,7Networks_LH_DorsAttn_FEF_3,0,119,22,0,left,-33,-3,51
227,1226,7Networks_LH_DorsAttn_FEF_4,0,120,22,0,left,-24,-5,52
228,1227,7Networks_LH_DorsAttn_FEF_5,0,121,18,0,left,-22,7,62
229,1228,7Networks_LH_DorsAttn_FEF_6,0,121,19,0,left,-20,-6,60
230,1229,7Networks_LH_DorsAttn_FEF_7,0,121,20,0,left,-19,0,69
231,1230,7Networks_LH_DorsAttn_PrCv_1,0,121,21,0,left,-52,6,27
232,1231,7Networks_LH_DorsAttn_PrCv_2,0,122,14,0,left,-55,7,35
233,1232,7Networks_LH_DorsAttn_PrCv_3,0,122,15,0,left,-41,2,31
234,1233,7Networks_LH_DorsAttn_PrCv_4,0,122,16,0,left,-49,2,39
235,1234,7Networks_LH_SalVentAttn_ParOper_1,196,58,247,0,left,-47,-39,24
236,1235,7Networks_LH_SalVentAttn_ParOper_2,196,58,248,0,left,-58,-45,22
237,1236,7Networks_LH_SalVentAttn_ParOper_3,196,58,249,0,left,-60,-25,20
238,1237,7Networks_LH_SalVentAttn_ParOper_4,196,58,251,0,left,-53,-41,30
239,1238,7Networks_LH_SalVentAttn_ParOper_5,196,58,252,0,left,-58,-32,23
240,1239,7Networks_LH_SalVentAttn_ParOper_6,196,58,253,0,left,-62,-44,31
241,1240,7Networks_LH_SalVentAttn_ParOper_7,196,58,254,0,left,-59,-19,31
242,1241,7Networks_LH_SalVentAttn_ParOper_8,196,58,255,0,left,-61,-36,34
243,1242,7Networks_LH_SalVentAttn_ParOper_9,193,51,250,0,left,-64,-27,35
244,1243,7Networks_LH_SalVentAttn_TempOcc_1,193,51,249,0,left,-56,-57,14
245,1244,7Networks_LH_SalVentAttn_TempOcc_2,193,51,251,0,left,-48,-51,12
246,1245,7Networks_LH_SalVentAttn_FrOperIns_1,196,58,250,0,left,-36,5,-15
247,1246,7Networks_LH_SalVentAttn_FrOperIns_2,196,59,243,0,left,-39,1,-9
248,1247,7Networks_LH_SalVentAttn_FrOperIns_3,196,59,244,0,left,-37,10,-1
249,1248,7Networks_LH_SalVentAttn_FrOperIns_4,196,59,245,0,left,-41,-10,-10
250,1249,7Networks_LH_SalVentAttn_FrOperIns_5,196,59,246,0,left,-35,30,-1
251,1250,7Networks_LH_SalVentAttn_FrOperIns_6,196,59,247,0,left,-46,-12,-4
252,1251,7Networks_LH_SalVentAttn_FrOperIns_7,196,59,248,0,left,-32,20,3
253,1252,7Networks_LH_SalVentAttn_FrOperIns_8,196,59,249,0,left,-39,-3,2
254,1253,7Networks_LH_SalVentAttn_FrOperIns_9,196,59,251,0,left,-39,-16,2
255,1254,7Networks_LH_SalVentAttn_FrOperIns_10,196,59,252,0,left,-32,26,7
256,1255,7Networks_LH_SalVentAttn_FrOperIns_11,196,59,253,0,left,-32,13,10
257,1256,7Networks_LH_SalVentAttn_FrOperIns_12,196,59,254,0,left,-36,-3,10
258,1257,7Networks_LH_SalVentAttn_FrOperIns_13,196,59,255,0,left,-37,18,8
259,1258,7Networks_LH_SalVentAttn_FrOperIns_14,193,52,250,0,left,-38,6,10
260,1259,7Networks_LH_SalVentAttn_FrOperIns_15,193,53,243,0,left,-38,-4,16
261,1260,7Networks_LH_SalVentAttn_FrOperIns_16,193,53,244,0,left,-43,13,2
262,1261,7Networks_LH_SalVentAttn_FrOperIns_17,193,53,245,0,left,-44,-2,12
263,1262,7Networks_LH_SalVentAttn_FrOperIns_18,193,53,246,0,left,-46,7,1
264,1263,7Networks_LH_SalVentAttn_FrOperIns_19,193,53,247,0,left,-48,-3,6
265,1264,7Networks_LH_SalVentAttn_FrOperIns_20,193,53,248,0,left,-54,6,2
266,1265,7Networks_LH_SalVentAttn_FrOperIns_21,193,53,249,0,left,-58,2,8
267,1266,7Networks_LH_SalVentAttn_FrOperIns_22,193,53,250,0,left,-55,8,12
268,1267,7Networks_LH_SalVentAttn_FrOperIns_23,193,54,243,0,left,-59,6,17
269,1268,7Networks_LH_SalVentAttn_PFCl_1,193,52,249,0,left,-30,42,31
270,1269,7Networks_LH_SalVentAttn_PFCl_2,193,52,251,0,left,-26,37,39
271,1270,7Networks_LH_SalVentAttn_Med_1,197,57,250,0,left,-7,27,28
272,1271,7Networks_LH_SalVentAttn_Med_2,197,58,243,0,left,-5,16,31
273,1272,7Networks_LH_SalVentAttn_Med_3,197,58,244,0,left,-2,0,36
274,1273,7Networks_LH_SalVentAttn_Med_4,197,58,245,0,left,-8,5,39
275,1274,7Networks_LH_SalVentAttn_Med_5,197,58,246,0,left,-7,-20,39
276,1275,7Networks_LH_SalVentAttn_Med_6,197,58,247,0,left,-6,16,41
277,1276,7Networks_LH_SalVentAttn_Med_7,197,58,248,0,left,-11,-31,39
278,1277,7Networks_LH_SalVentAttn_Med_8,197,58,249,0,left,-12,-20,40
279,1278,7Networks_LH_SalVentAttn_Med_9,197,58,251,0,left,-14,-41,45
280,1279,7Networks_LH_SalVentAttn_Med_10,197,58,252,0,left,-6,3,50
281,1280,7Networks_LH_SalVentAttn_Med_11,197,58,253,0,left,-13,-29,44
282,1281,7Networks_LH_SalVentAttn_Med_12,197,58,254,0,left,-4,-49,51
283,1282,7Networks_LH_SalVentAttn_Med_13,197,58,255,0,left,-11,-46,52
284,1283,7Networks_LH_SalVentAttn_Med_14,194,51,250,0,left,-12,-37,50
285,1284,7Networks_LH_SalVentAttn_Med_15,194,52,243,0,left,-5,3,58
286,1285,7Networks_LH_SalVentAttn_Med_16,194,52,244,0,left,-9,-48,60
287,1286,7Networks_LH_SalVentAttn_Med_17,194,52,245,0,left,-3,-2,64
288,1287,7Networks_LH_SalVentAttn_Med_18,194,52,246,0,left,-13,6,68
289,1288,7Networks_LH_SalVentAttn_Med_19,194,52,247,0,left,-8,-3,71
290,1289,7Networks_LH_Limbic_OFC_1,220,248,159,0,left,-19,13,-22
291,1290,7Networks_LH_Limbic_OFC_2,220,248,160,0,left,-13,21,-17
292,1291,7Networks_LH_Limbic_OFC_3,220,248,161,0,left,-14,24,-24
293,1292,7Networks_LH_Limbic_OFC_4,220,248,162,0,left,-10,34,-22
294,1293,7Networks_LH_Limbic_OFC_5,220,248,163,0,left,-27,15,-23
295,1294,7Networks_LH_Limbic_OFC_6,220,248,165,0,left,-7,19,-22
296,1295,7Networks_LH_Limbic_OFC_7,220,248,166,0,left,-25,28,-17
297,1296,7Networks_LH_Limbic_OFC_8,220,248,167,0,left,-19,41,-19
298,1297,7Networks_LH_Limbic_OFC_9,220,248,168,0,left,-3,38,-22
299,1298,7Networks_LH_Limbic_OFC_10,220,248,169,0,left,-9,51,-23
300,1299,7Networks_LH_Limbic_OFC_11,220,248,170,0,left,-3,20,-17
301,1300,7Networks_LH_Limbic_OFC_12,220,248,171,0,left,-4,17,-10
302,1301,7Networks_LH_Limbic_OFC_13,220,249,164,0,left,-10,63,-15
303,1302,7Networks_LH_Limbic_OFC_14,220,249,165,0,left,-22,62,-11
304,1303,7Networks_LH_Limbic_TempPole_1,220,248,164,0,left,-29,1,-43
305,1304,7Networks_LH_Limbic_TempPole_2,220,248,172,0,left,-43,-2,-43
306,1305,7Networks_LH_Limbic_TempPole_3,220,249,166,0,left,-38,-11,-37
307,1306,7Networks_LH_Limbic_TempPole_4,220,249,167,0,left,-28,-8,-34
308,1307,7Networks_LH_Limbic_TempPole_5,220,249,168,0,left,-51,-14,-37
309,1308,7Networks_LH_Limbic_TempPole_6,220,249,169,0,left,-19,-2,-31
310,1309,7Networks_LH_Limbic_TempPole_7,220,249,170,0,left,-39,-18,-29
311,1310,7Networks_LH_Limbic_TempPole_8,220,249,171,0,left,-37,17,-34
312,1311,7Networks_LH_Limbic_TempPole_9,220,249,172,0,left,-27,7,-29
313,1312,7Networks_LH_Limbic_TempPole_10,220,250,165,0,left,-44,-30,-22
314,1313,7Networks_LH_Limbic_TempPole_11,220,250,166,0,left,-53,-31,-27
315,1314,7Networks_LH_Limbic_TempPole_12,220,250,167,0,left,-20,-15,-29
316,1315,7Networks_LH_Limbic_TempPole_13,220,250,168,0,left,-31,-23,-26
317,1316,7Networks_LH_Limbic_TempPole_14,220,250,169,0,left,-38,9,-25
318,1317,7Networks_LH_Limbic_TempPole_15,220,250,170,0,left,-44,6,-17
319,1318,7Networks_LH_Cont_Par_1,230,148,28,0,left,-29,-77,41
320,1319,7Networks_LH_Cont_Par_2,230,148,29,0,left,-59,-41,44
321,1320,7Networks_LH_Cont_Par_3,230,148,30,0,left,-57,-47,45
322,1321,7Networks_LH_Cont_Par_4,230,148,31,0,left,-32,-69,51
323,1322,7Networks_LH_Cont_Par_5,230,148,32,0,left,-49,-56,51
324,1323,7Networks_LH_Cont_Par_6,230,148,33,0,left,-51,-48,54
325,1324,7Networks_LH_Cont_Par_7,230,148,35,0,left,-55,-39,50
326,1325,7Networks_LH_Cont_Par_8,230,148,36,0,left,-38,-61,51
327,1326,7Networks_LH_Cont_Par_9,230,148,37,0,left,-48,-42,50
328,1327,7Networks_LH_Cont_Par_10,230,148,38,0,left,-42,-54,49
329,1328,7Networks_LH_Cont_Par_11,230,148,39,0,left,-44,-47,48
330,1329,7Networks_LH_Cont_Par_12,230,148,40,0,left,-29,-67,49
331,1330,7Networks_LH_Cont_Par_13,230,148,41,0,left,-33,-59,43
332,1331,7Networks_LH_Cont_Par_14,230,149,34,0,left,-36,-46,39
333,1332,7Networks_LH_Cont_Par_15,230,149,35,0,left,-32,-53,41
334,1333,7Networks_LH_Cont_Temp_1,230,148,42,0,left,-59,-39,-21
335,1334,7Networks_LH_Cont_Temp_2,230,149,36,0,left,-55,-57,-17
336,1335,7Networks_LH_Cont_Temp_3,230,149,37,0,left,-60,-47,-12
337,1336,7Networks_LH_Cont_Temp_4,230,149,38,0,left,-62,-49,-3
338,1337,7Networks_LH_Cont_PFCd_1,230,149,39,0,left,-24,13,52
339,1338,7Networks_LH_Cont_PFCl_1,230,149,28,0,left,-41,51,-3
340,1339,7Networks_LH_Cont_PFCl_2,230,149,29,0,left,-47,42,4
341,1340,7Networks_LH_Cont_PFCl_3,230,149,30,0,left,-38,50,7
342,1341,7Networks_LH_Cont_PFCl_4,230,149,31,0,left,-51,32,12
343,1342,7Networks_LH_Cont_PFCl_5,230,149,32,0,left,-29,56,10
344,1343,7Networks_LH_Cont_PFCl_6,230,149,33,0,left,-43,38,13
